ID_gene,S1_A_Ct_T1,S1_B_Ct_T1,S2_Ct_T1,S1_A_LI_T1,S1_B_LI_T1,S2_LI_T1
CpCp13_RS05165,2.724535,3.156384,2.686085,6.952557,6.413657,3.294975
CpCp13_RS05170,50.340378,47.3846,41.21808,93.022897,91.387994,125.341623
CpCp13_RS05175,1.675358,1.937117,1.757571,4.063314,2.661266,2.190008
CpCp13_RS05180,2.170136,1.816152,2.086801,4.352098,3.354708,2.111089
CpCp13_RS05185,4.573044,3.129065,4.446418,4.929417,4.470259,3.985219
CpCp13_RS05190,1.975353,1.59566,1.617395,1.863129,1.267189,1.075899
CpCp13_RS05195,1.013933,2.107019,1.162274,0.21859,0.198229,0
CpCp13_RS05200,33.41456,16.129536,41.690559,17.151679,6.221625,11.09311
CpCp13_RS05205,3.01645,3.203354,3.253906,3.406353,3.323084,1.168316
CpCp13_RS05210,1.137458,1.35481,1.466855,5.272224,4.336378,2.180744
CpCp13_RS05215,2.666097,2.799119,3.820193,3.284416,4.405675,1.548929
CpCp13_RS05220,3.603283,3.766758,2.351039,6.06888,3.85251,1.96257
CpCp13_RS05225,25.154079,34.422913,14.417095,21.691451,54.095167,0
CpCp13_RS05230,2.472597,2.271469,2.593932,2.665285,4.22979,1.616075
CpCp13_RS05235,1.74529,1.728513,1.675405,1.989419,2.451239,1.188787
CpCp13_RS05240,4.901731,4.259005,3.296785,9.057803,5.818322,2.440947
CpCp13_RS05245,3.287389,3.536419,2.389547,2.748076,2.295358,1.637042
CpCp13_RS05250,2.209231,3.145932,2.497992,6.123585,5.039011,2.567005
CpCp13_RS05255,3.304393,1.203774,2.494221,3.561901,1.716003,2.519687
CpCp13_RS05260,4.623855,6.039224,4.36841,7.667982,7.475267,4.339461
CpCp13_RS05265,4.823926,3.864653,3.822359,8.051381,8.061988,6.509192
CpCp13_RS05270,55.471684,82.183953,47.166435,119.58908,54.224894,14.874243
CpCp13_RS05275,8.869799,8.044787,10.129251,3.019268,15.059186,6.509192
CpCp13_RS05280,8.636384,10.410901,8.026954,10.567437,9.583118,4.068245
CpCp13_RS05285,4.268174,2.549608,2.55864,4.600789,4.470259,3.719538
CpCp13_RS05290,3.706572,1.964052,2.896946,2.905761,4.776119,1.761886
CpCp13_RS05295,2.588962,1.176458,2.302553,3.079413,2.094432,1.555982
CpCp13_RS05300,9415.029186,11775.1861,7952.27971,20055.005929,24956.01918,3696.36516
CpCp13_RS10685,1.042228,0.528249,0.426682,3.370345,0,1.816518
CpCp13_RS05305,0,0,0,0,3.905813,0
CpCp13_RS05310,0.476764,0.53162,1.171106,0.822269,0.279629,0.332384
CpCp13_RS05315,0.988584,0.835099,0.652049,0.828819,2.63066,0.57434
CpCp13_RS05320,1.493861,0.956408,1.12659,1.525525,1.767713,1.644427
CpCp13_RS05325,3.054065,3.148055,2.767552,2.663244,2.247452,1.794264
CpCp13_RS05330,2.709594,2.354306,2.112936,3.708889,2.60665,1.19939
CpCp13_RS05335,0.296794,0.526499,0.243011,1.27969,0.870368,0
CpCp13_RS05340,3.319691,3.4703,2.972946,3.578391,2.839442,2.892974
CpCp13_RS05345,15.776289,16.522993,15.489485,18.661144,16.581737,9.733371
CpCp13_RS05350,16.805936,28.393365,28.438351,25.764418,20.809057,15.62206
CpCp13_RS05355,1.923912,1.491369,1.71427,1.707869,1.770042,0
CpCp13_RS05360,1.76242,0.510443,0.876136,0.814185,1.845865,0
CpCp13_RS05365,2.210304,2.317826,1.934582,6.079614,5.140798,1.859769
CpCp13_RS05370,6.945143,6.863114,6.115775,15.255247,14.901736,9.897017
CpCp13_RS05375,5.155803,4.422329,2.922583,2.565042,4.458391,3.456208
CpCp13_RS05380,8.41931,6.758747,6.872218,0.958274,0.587863,0.638007
CpCp13_RS05385,10.592832,7.950142,6.087976,0,3.186076,0.710094
CpCp13_RS05390,2.140884,1.012757,1.285481,1.846176,0.279035,0
CpCp13_RS05395,89.700083,48.873871,59.674323,145.035489,170.983741,93.803918
CpCp13_RS05400,9.698049,9.433925,8.680454,15.843039,11.658725,9.868775
CpCp13_RS05405,37.451829,28.473426,15.332548,30.277811,68.643854,16.318864
CpCp13_RS05410,0.546534,0.514444,0.287676,0.673286,0.839536,0.272161
CpCp13_RS05415,0.285906,0.217365,0.321883,0.69342,0.454156,0.498311
CpCp13_RS05420,3.11086,4.138903,3.48241,5.3443,5.27413,4.235917
CpCp13_RS05425,13.677558,13.27482,7.624862,18.821409,15.645907,11.158614
CpCp13_RS05430,21.739021,21.528104,17.799642,38.935034,24.192776,19.819031
CpCp13_RS05435,8.846929,7.724305,8.354113,12.251092,12.056817,3.826729
CpCp13_RS05440,10.41309,7.282063,9.821214,13.639986,15.075292,7.81103
CpCp13_RS05445,7.925629,6.281233,8.465726,9.785922,12.95944,6.78128
CpCp13_RS05450,10.81377,9.916489,10.291844,14.420383,17.654188,7.577865
CpCp13_RS05455,18.566557,19.404837,23.065207,43.063384,41.931032,28.119708
CpCp13_RS05460,1.479768,1.200021,1.453939,1.914102,1.239864,0.884268
CpCp13_RS05465,1.898976,1.828725,2.254544,4.708011,6.218585,4.964638
CpCp13_RS05470,2.192079,1.913466,1.595419,5.2509,3.928483,2.122563
CpCp13_RS05475,2.429774,3.466499,4.089464,4.074193,3.606727,4.70544
CpCp13_RS05480,6.781342,4.184285,4.144242,5.508839,7.78178,3.768479
CpCp13_RS05485,5.75683,6.389661,5.414698,8.719056,8.832942,5.461371
CpCp13_RS05490,7.012549,6.168918,6.962743,9.557394,9.533873,3.933612
CpCp13_RS05495,9.831535,8.321975,7.253118,12.9109,14.147524,8.176357
CpCp13_RS05500,8.414786,10.830212,11.186448,15.491264,13.955885,7.580325
CpCp13_RS05505,7.857321,6.121167,5.301662,6.901183,5.262714,8.115356
CpCp13_RS05510,97.598113,98.934292,84.906639,70.135895,95.404483,70.877283
CpCp13_RS05515,8.314722,8.61409,7.482368,12.175717,11.424981,7.200366
CpCp13_RS05520,23.927095,16.811439,19.850353,37.391158,41.209729,19.858551
CpCp13_RS05525,17.18868,14.53176,14.472734,28.504888,28.774865,16.495343
CpCp13_RS05530,39.956281,38.633222,34.078864,56.068651,49.174647,30.428511
CpCp13_RS05535,6.07826,5.103909,5.756751,9.583425,8.779444,6.640957
CpCp13_RS05540,6.0329,6.290223,7.585913,11.89127,10.615146,5.70806
CpCp13_RS05545,5.369638,5.076786,4.819343,11.130941,10.901665,3.959508
CpCp13_RS05550,1.183382,1.064147,1.265872,1.892829,1.940412,1.197603
CpCp13_RS05555,8.878607,7.821569,7.442782,10.026248,16.324881,8.105786
CpCp13_RS05560,12.24966,15.445991,12.598495,9.661657,16.355188,10.414707
CpCp13_RS05565,6.740592,6.309637,5.966609,7.069505,6.054839,3.175215
CpCp13_RS05570,3.934214,2.774314,2.73109,7.744076,4.849037,2.385047
CpCp13_RS05575,3.968929,3.478449,5.179226,6.595596,7.921101,4.323448
CpCp13_RS05580,7.258902,8.078112,8.075406,17.350158,11.723412,6.050798
CpCp13_RS05585,4.885138,5.409542,5.891143,8.242172,8.304937,4.812483
CpCp13_RS05590,6.014245,4.965766,6.552616,6.692057,8.060013,6.424657
CpCp13_RS05595,10.302489,9.268639,8.962773,13.881691,12.840434,8.080376
CpCp13_RS05600,2.543803,3.223287,2.389134,5.322783,4.461304,2.999227
CpCp13_RS05605,6.646996,4.931936,4.628912,6.500197,6.162669,3.583041
CpCp13_RS05610,3.277576,4.102206,2.820559,2.595669,3.269294,2.564816
CpCp13_RS05615,225.946075,184.683191,155.036768,209.250482,223.978487,188.582875
CpCp13_RS05620,124.374202,127.431508,82.73128,123.208283,110.526134,86.7096
CpCp13_RS05625,145.870467,153.310501,124.566132,206.435186,138.217876,96.704869
CpCp13_RS10855,311.628755,411.791887,300.721668,1079.72258,837.71748,387.959483
CpCp13_RS05630,4.663576,4.439166,4.796382,8.33747,9.784649,4.361489
CpCp13_RS05635,4.447043,3.610717,3.376049,5.677852,6.11969,3.91304
CpCp13_RS05640,4.099009,4.74377,3.104501,5.891254,3.940097,3.095835
CpCp13_RS05645,3.270344,2.823989,2.479368,4.700265,2.604832,0.633327
CpCp13_RS05650,2.910119,2.507466,1.787077,5.85555,3.982595,4.057678
CpCp13_RS05655,4.564575,6.519958,7.220012,13.418968,6.692971,7.955679
CpCp13_RS05660,1.307624,1.084521,1.289666,0.640693,0.871523,0.621567
CpCp13_RS05665,0.896317,2.574332,0.856208,0,0.876171,0
CpCp13_RS05670,1.120396,0.567867,1.987627,4.02569,2.555498,1.301838
CpCp13_RS05675,35.034596,35.063553,36.40342,46.774687,44.503914,25.416844
CpCp13_RS05680,30.944262,31.800569,26.559935,30.825286,21.695658,17.853783
CpCp13_RS05685,8.452808,7.275168,5.060205,10.658767,11.224964,6.671342
CpCp13_RS05690,10.153586,12.599556,7.4536,12.831888,18.823982,6.102367
CpCp13_RS05695,5.33907,5.289161,4.305329,11.161481,10.912597,6.76768
CpCp13_RS05700,5.408807,7.245204,6.405747,14.992226,14.351074,6.060282
CpCp13_RS05705,5.63436,6.433641,4.95802,9.633733,10.19245,7.675579
CpCp13_RS05710,1.19191,1.570697,1.659066,1.541754,2.79629,0
CpCp13_RS05715,1.929868,0.489072,0.614504,0.46228,1.572077,0.373733
CpCp13_RS05720,11.950888,12.947375,9.23482,14.492485,15.771075,9.893971
CpCp13_RS05725,16.36752,18.369273,16.273278,33.605763,24.761349,14.94284
CpCp13_RS05730,6.877677,6.128469,6.164973,11.837921,10.653933,6.960324
CpCp13_RS05735,1.111136,0.594462,0.960328,2.262371,2.655063,0.64554
CpCp13_RS05740,5.027815,5.631482,5.514362,8.965803,11.649917,4.111068
CpCp13_RS05745,6.934751,7.688726,7.93158,10.184919,10.592007,6.949853
CpCp13_RS05750,7.191377,6.497459,3.584128,7.864139,5.603418,3.269734
CpCp13_RS05755,1.176549,1.341739,1.28081,2.248238,1.725157,1.211735
CpCp13_RS05760,3.184881,2.748055,2.607741,4.413955,6.300721,1.585996
CpCp13_RS05765,4.64845,3.564274,3.610909,6.167015,3.961411,3.323843
CpCp13_RS05770,1.709078,0.76999,0.932915,0.818784,1.670665,1.323903
CpCp13_RS05775,0.933663,1.183057,0.764472,1.509634,1.825356,1.627298
CpCp13_RS05780,2.322064,1.971353,2.495426,0.876057,2.156379,0.809433
CpCp13_RS05785,0,0,0.084162,0.221598,0.401913,0
CpCp13_RS05790,0.679028,0.229441,0.463316,0,0.885021,0
CpCp13_RS05795,0.075448,0.191201,0.123551,0.325308,0.295007,0.262998
CpCp13_RS05800,9.922566,8.859396,8.258986,11.474988,13.746375,4.352187
CpCp13_RS05805,6.0329,6.814408,5.010231,8.54685,9.098697,12.617818
CpCp13_RS05810,21.05804,20.114818,15.584172,39.577871,30.34929,15.998495
CpCp13_RS05815,6.323025,4.835306,5.177215,7.174498,4.229042,2.320108
CpCp13_RS05820,24.573615,24.543719,32.252095,67.000612,50.868624,40.31039
CpCp13_RS05825,4.964826,3.942358,3.929634,7.278353,8.056371,4.038199
CpCp13_RS05830,4.133499,3.859292,4.18604,7.973212,7.443199,5.308467
CpCp13_RS05835,5.505393,4.919885,5.081101,7.392,7.694819,4.713553
CpCp13_RS05840,4.081167,5.581101,4.318872,7.968377,9.710141,4.026304
CpCp13_RS05845,5.187017,6.793376,5.725044,13.240048,11.47946,6.798489
CpCp13_RS05850,10.814495,9.396474,11.068469,9.991936,24.918364,16.156093
CpCp13_RS05855,2.929657,3.170425,3.047082,4.438217,4.798815,3.036089
CpCp13_RS05860,6.481628,3.285183,3.487508,4.790904,4.706703,4.518778
CpCp13_RS05865,4.037462,4.092737,2.314077,6.963356,8.288102,1.407393
CpCp13_RS05870,14.138327,20.145769,14.142729,16.390311,18.775089,11.158614
CpCp13_RS05875,3.423431,3.049658,4.204595,2.012845,3.650712,1.084865
CpCp13_RS05880,1.862761,1.74942,1.7495,3.425282,1.820893,0.763915
CpCp13_RS05885,0.278359,0.775968,0.968648,1.200206,0.816308,1.455471
CpCp13_RS05890,0.689474,1.485191,1.023216,0.371602,0.58973,0.600848
CpCp13_RS05895,5.762035,3.569452,6.159459,9.661657,10.013381,8.926891
CpCp13_RS05900,2.367033,2.759355,2.035002,7.484382,5.553195,3.850508
CpCp13_RS05905,3.617421,3.361367,3.249862,6.065614,4.813046,4.203245
CpCp13_RS05910,4.877913,6.25813,5.179687,8.544322,4.917285,4.782263
CpCp13_RS05915,12.27564,11.653625,8.375952,19.743385,12.95209,7.47142
CpCp13_RS05920,12.034563,12.012218,11.576647,18.463792,16.022234,8.879095
CpCp13_RS05925,6.030459,4.697373,5.197542,9.032144,9.121608,5.310615
CpCp13_RS05930,27.115459,20.805895,14.801202,26.386878,23.376826,9.845836
CpCp13_RS05935,12.448841,11.252186,7.559777,10.735174,11.560587,3.616218
CpCp13_RS10690,0,19.700407,2.652099,27.931785,6.33251,22.581636
CpCp13_RS05940,7103.905689,8131.747577,6069.48553,11467.763191,10919.561371,3529.033132
CpCp13_RS05945,20805.567122,20484.362014,14734.591414,51114.240556,55670.513145,7800.284513
CpCp13_RS05950,16150.642851,18241.315247,12370.106266,14194.946558,15063.1257,11836.500661
CpCp13_RS05955,15521.669616,14893.413668,11343.813314,19559.334117,21245.232199,6372.351637
CpCp13_RS05965,0.48979,0.248248,1.152974,1.319898,0.359086,0.426832
CpCp13_RS05970,1.079135,0.836518,0.805619,1.368507,0.682569,0.663827
CpCp13_RS05975,2.90473,2.523855,4.926596,6.262185,10.5465,1.446487
CpCp13_RS05980,41.595529,40.804837,36.25519,69.135807,63.351872,29.934487
CpCp13_RS05985,3.734652,4.16436,5.42775,6.038535,5.110996,3.905515
CpCp13_RS05990,3.512212,3.489091,2.703211,3.785916,5.081241,4.897198
CpCp13_RS05995,5.340954,5.190185,5.310202,4.415273,5.37793,2.65967
CpCp13_RS06000,3.263898,5.535513,3.700301,7.713087,7.117354,3.063149
CpCp13_RS06005,7.076183,5.379796,6.216363,13.030524,10.952135,4.111068
CpCp13_RS06010,8.47867,6.998581,6.495944,8.878279,9.590518,7.599921
CpCp13_RS06015,2.84044,2.719365,4.134608,8.16478,4.010641,4.40058
CpCp13_RS06020,4.049623,8.21013,4.863146,9.31244,6.333765,1.882176
CpCp13_RS06025,19.970655,23.136075,14.599755,18.451671,18.127378,4.972458
CpCp13_RS06030,1.644322,1.470735,1.742336,2.91935,2.269219,0.674334
CpCp13_RS06035,3.334511,2.298511,3.822359,2.875493,1.955738,2.324711
CpCp13_RS06040,17.720282,17.701795,17.567035,20.322795,18.278736,19.213338
CpCp13_RS06045,19.945506,13.978272,13.105231,39.814519,33.698877,19.742164
CpCp13_RS06050,5.429433,5.340518,4.596249,7.142087,5.667224,4.330551
CpCp13_RS06055,92.904368,49.050149,69.729871,233.670076,109.736284,67.468612
CpCp13_RS06060,1.563343,4.093927,1.386716,1.123448,1.782906,0.908259
CpCp13_RS06065,2.209231,1.652947,2.196511,3.628791,3.907804,1.100145
CpCp13_RS06070,4.698434,2.930928,4.734793,7.012493,12.718609,11.338592
CpCp13_RS06075,8.164827,6.437362,7.87375,4.693922,6.296369,3.478596
CpCp13_RS06080,13.071283,10.33203,10.447781,8.722329,12.777491,9.221355
CpCp13_RS06085,5.853496,6.211773,6.777277,5.126593,6.258363,3.825811
CpCp13_RS06090,0.08208,0.41602,0.100809,0.707814,0.401177,0.572237
CpCp13_RS06095,7.99655,6.146329,7.374905,11.366655,10.823287,5.513668
CpCp13_RS06100,1.033757,0.494015,0.991529,1.273505,1.241499,0.926616
CpCp13_RS06105,33.611871,24.689883,29.814401,70.887155,64.284271,34.810025
CpCp13_RS06110,68.382772,72.647852,70.067796,129.099723,139.167648,62.622913
CpCp13_RS06115,1.649067,1.130818,2.065067,2.509521,2.086121,1.014419
CpCp13_RS06120,7.84277,5.897084,6.315713,9.104254,4.465101,5.407636
CpCp13_RS06125,1.111433,1.571857,1.284313,1.739098,1.664725,0.874835
CpCp13_RS06130,12.665343,8.888358,9.173662,16.802881,10.158502,9.056267
CpCp13_RS06135,3.20113,6.760323,2.402625,5.750985,3.650711,1.859769
CpCp13_RS06140,1.46457,1.855776,3.417639,5.051847,4.294955,2.552624
CpCp13_RS10860,0,0,4.353446,0,0,0
CpCp13_RS06145,3.437578,2.968397,3.179508,4.94062,7.218453,4.881894
CpCp13_RS06150,10.53403,9.413718,8.511645,15.339125,14.136158,10.468391
CpCp13_RS06155,2.180229,2.210078,2.528955,2.089007,1.302416,0.844436
CpCp13_RS06160,2.295893,2.79279,1.315894,1.385893,0.718173,0.320124
CpCp13_RS06165,1.493861,1.097877,1.574812,1.207707,0.985692,0.520735
CpCp13_RS10695,13.5881,0,16.688653,0,0,0
CpCp13_RS06170,261.298389,257.651842,158.515941,194.602233,227.560815,57.962748
CpCp13_RS06175,0.077536,0.196494,0.253942,0.334313,0,0.270278
CpCp13_RS06180,0,0.246899,0.199427,0.35006,0,0
CpCp13_RS06185,1.489543,0.623669,0.795404,1.256574,1.32945,1.806019
CpCp13_RS06190,3.090747,3.255446,3.736686,6.142648,5.192823,2.525117
CpCp13_RS06195,7.381431,9.085877,8.687997,8.809158,10.050195,3.216307
CpCp13_RS06200,6.332671,3.333134,4.387403,4.20072,4.285618,2.547075
CpCp13_RS06205,6.044926,7.131357,5.120183,7.41476,8.659828,3.633037
CpCp13_RS06210,1.761321,1.487862,1.362028,2.742392,3.060859,0.682186
CpCp13_RS06215,1.441445,1.328345,1.287531,1.695028,1.921427,1.827142
CpCp13_RS06220,10.473264,9.659917,8.824664,11.026891,8.511714,6.367688
CpCp13_RS06225,2.725287,2.417273,3.037226,5.875332,6.290078,2.374975
CpCp13_RS06230,3.49627,2.174811,3.968747,5.139179,1.398145,2.769869
CpCp13_RS06235,6.56604,6.312571,6.229556,6.740691,6.11282,3.633037
CpCp13_RS06240,2.824527,2.290557,3.314853,6.901183,7.17871,1.969167
CpCp13_RS06245,5.074963,4.036409,4.442993,6.901183,7.937436,2.721613
CpCp13_RS06250,11.56587,20.517374,11.837489,0,16.95887,0
CpCp13_RS06255,0.779406,2.666507,1.116794,0.840144,0.761888,1.35844
CpCp13_RS06260,0.605619,0.920866,0.557858,1.958444,0.148002,0
CpCp13_RS06265,1.102029,0.186186,0.37597,0,0.718173,0
CpCp13_RS06270,28.632335,27.877123,27.567317,28.301823,31.528874,19.724823
CpCp13_RS06275,38.396321,33.245867,30.783466,37.939467,20.330548,36.249215
CpCp13_RS06280,7.805004,2.807434,3.813769,7.056266,6.399,5.265863
CpCp13_RS06285,7.988909,6.32061,2.4729,5.040864,6.666517,1.35844
CpCp13_RS06290,17.117705,13.737045,12.847785,18.451671,23.705033,14.917375
CpCp13_RS06295,3.348309,3.481179,2.600962,4.62723,3.440901,1.496366
CpCp13_RS06300,6.026635,5.354346,4.848799,4.765615,4.84487,2.433343
CpCp13_RS06305,2.760395,2.13979,1.728371,0.35006,1.428539,1.69805
CpCp13_RS06310,10.88704,8.598324,9.845278,8.761403,9.403164,7.538099
CpCp13_RS06315,7.571624,10.112706,8.419662,8.161674,6.701306,7.133361
CpCp13_RS06320,4.877017,4.609746,4.856644,9.37749,7.473222,3.216307
CpCp13_RS06325,4.454585,6.97861,5.139461,2.910138,5.542044,2.823264
CpCp13_RS06330,21.773413,21.953022,22.558185,32.541497,29.477729,19.556677
CpCp13_RS06335,515.775478,512.607349,200.138499,821.867774,672.974469,445.56861
CpCp13_RS06340,6.18796,5.940035,5.105008,5.659548,7.606922,3.595035
CpCp13_RS06345,4.033425,3.270916,4.073106,5.217295,4.20562,4.686618
CpCp13_RS06350,1.318113,0.411126,0.830196,2.404485,1.784058,1.060321
CpCp13_RS06355,3.814113,3.383039,4.424177,12.33403,9.320966,6.093711
CpCp13_RS06360,3.966951,3.858237,4.345419,5.316223,5.135451,4.484802
CpCp13_RS06365,1.153795,1.20037,1.789983,1.832835,1.187223,0.211681
CpCp13_RS06370,5.601979,4.945941,3.957991,4.090621,4.592831,2.204726
CpCp13_RS06375,24.18632,17.666983,17.910482,20.70355,12.864413,12.39846
CpCp13_RS06380,11.522613,10.840516,9.768541,13.244933,12.260411,6.575839
CpCp13_RS06385,49.617511,47.322263,32.981489,80.513784,72.492684,31.616065
CpCp13_RS06390,3.76453,4.224933,4.806999,9.661657,9.988347,4.686618
CpCp13_RS06395,5.27245,2.89501,4.946582,5.209717,3.435964,2.297362
CpCp13_RS06400,1.189801,1.356851,1.339517,1.496274,1.744588,0.691242
CpCp13_RS06405,6.593183,6.028651,4.687139,7.395105,6.836919,4.037511
CpCp13_RS06410,0.687359,0.766447,0.337681,2.667329,1.746966,0.479204
CpCp13_RS06415,3.467891,2.771733,2.621046,4.31324,3.650712,1.394827
CpCp13_RS06420,0.987467,0.885488,0.777429,0.327514,0.594014,0.529561
CpCp13_RS06425,1.938401,1.650549,1.872824,1.00294,0.985313,0.270278
CpCp13_RS06430,4.705662,3.407204,3.761201,2.415414,0.876171,0
CpCp13_RS06435,3.525512,3.210343,3.449297,2.061153,1.577107,1.249765
CpCp13_RS06440,7.228359,4.762758,3.477114,2.337498,0.706589,0.629922
CpCp13_RS06445,1.954179,2.707274,1.066705,3.089483,3.311111,1.816519
CpCp13_RS06450,2.498724,1.797566,2.012926,2.606562,4.097202,2.809723
CpCp13_RS06455,10.209841,11.193931,8.887672,11.932262,10.715758,5.806761
CpCp13_RS06460,0,0.272576,0.330252,0.386466,0.525702,0.312441
CpCp13_RS06465,3.705246,3.487689,3.876534,5.578909,7.128949,2.870195
CpCp13_RS06470,1.957023,1.091099,1.482207,1.265719,1.626081,1.023279
CpCp13_RS06475,1.909446,2.931846,2.207197,4.237569,3.458569,3.328008
CpCp13_RS06480,6.461817,4.490114,4.266819,14.155451,14.874528,9.809201
CpCp13_RS06485,1.941175,1.796642,1.243886,5.822467,4.372604,2.500706
CpCp13_RS06490,8.049445,6.983482,6.234527,13.445024,11.271129,9.353013
CpCp13_RS06495,3.688259,2.927515,3.960059,4.20072,6.326389,3.638679
CpCp13_RS06500,2.782682,2.857894,2.548239,3.631015,2.791721,1.531575
CpCp13_RS06505,15.191806,10.009864,12.905321,10.644198,13.365317,2.647807
CpCp13_RS06510,2.502124,2.916837,2.116999,1.258653,0.733766,1.744399
CpCp13_RS06515,3.038361,2.694963,3.265202,2.456353,0.742518,3.97171
CpCp13_RS06520,5.441922,4.651104,3.756833,7.821341,8.866014,3.719538
CpCp13_RS06525,35.896173,36.167083,25.472498,40.804084,39.342621,33.367507
CpCp13_RS06530,15.170575,11.568974,9.230641,18.003087,23.80899,12.614086
CpCp13_RS06535,101.009769,101.333421,143.403822,126.903108,104.414139,97.131981
CpCp13_RS06540,123.243528,116.968958,99.633533,217.138266,195.218987,122.802277
CpCp13_RS06545,0.843813,0.570243,0.575753,2.425521,1.374745,0
CpCp13_RS06550,1.380582,0.753568,1.04345,2.060543,4.25628,1.480764
CpCp13_RS06555,0.507623,0.257286,0.385947,1.094362,0.708876,0.252784
CpCp13_RS06560,0.318407,0.423631,0.374768,0.686441,0.544689,0.277479
CpCp13_RS06565,31.410107,24.174914,21.908103,22.571911,44.350408,16.220809
CpCp13_RS06570,3.687378,3.953507,3.193363,6.72647,6.654462,3.954952
CpCp13_RS06575,8.773469,8.533033,7.474836,18.658755,14.023369,6.19923
CpCp13_RS06580,124.313582,138.470534,92.909704,210.350757,186.518288,93.217776
CpCp13_RS06585,3.860049,2.735711,3.294483,6.770212,5.564004,3.762978
CpCp13_RS06590,1.732377,2.290557,2.605628,4.05952,3.276437,2.756834
CpCp13_RS06595,5.732256,8.187853,6.82691,14.604828,29.035889,9.082592
CpCp13_RS06600,3.572276,3.676049,3.235156,6.067707,5.819975,5.282822
CpCp13_RS06605,7.381431,4.676554,3.669465,6.819993,5.669341,5.513668
CpCp13_RS06610,1.413112,0.511592,0.661165,2.176049,0.394672,1.407393
CpCp13_RS06615,112.973233,109.94542,76.829417,166.395199,189.532783,113.910855
CpCp13_RS06620,4.847628,5.515709,4.171687,5.012118,3.771596,2.758863
CpCp13_RS06625,1.892674,1.764414,1.715738,1.894442,1.717982,1.649388
CpCp13_RS06630,22.403821,18.546944,19.566904,33.809622,13.140162,15.619207
CpCp13_RS06635,6.154964,9.358843,6.082965,9.433592,9.447979,5.196179
CpCp13_RS06640,0.981222,1.217946,0.918186,1.597325,0.841719,1.047055
CpCp13_RS06645,2.826972,2.391575,2.604026,4.167598,4.368662,1.883922
CpCp13_RS06650,11.651501,5.413383,3.975044,4.186497,6.643945,10.153804
CpCp13_RS06655,4.91208,6.154227,4.202712,5.83031,6.258363,3.270628
CpCp13_RS06660,2.980363,2.237901,3.344093,3.807549,3.021279,2.308679
CpCp13_RS06665,10.600151,9.657145,12.744249,15.620643,10.886554,6.080443
CpCp13_RS06670,11.083484,12.2122,8.088605,11.427766,10.59884,4.199479
CpCp13_RS06675,10.097393,9.885098,8.833897,10.735174,7.436635,5.785948
CpCp13_RS06680,1.060311,0.967345,0.954987,2.285881,1.658367,2.217643
CpCp13_RS06685,1.639603,1.820341,1.566235,0.841608,0.53425,1.088645
CpCp13_RS06690,4.775457,4.592588,2.757111,1.715868,2.214366,0.640248
CpCp13_RS06695,0.927716,1.482966,1.519205,1.692328,1.464935,0.746277
CpCp13_RS06700,2.5714,4.096092,5.865128,12.671025,7.899901,3.84149
CpCp13_RS06705,0.613915,0.653436,0.351866,0.132351,0.300058,0
CpCp13_RS06710,1.259616,1.948894,1.628461,2.000935,1.490527,0.924382
CpCp13_RS10705,2.605571,1.056497,0.426682,4.493793,1.528205,0
CpCp13_RS06715,2.489768,2.539629,2.892252,3.690216,2.34254,2.929136
CpCp13_RS06720,1.43904,1.146154,0.673296,0.443195,2.813393,0.716608
CpCp13_RS06725,14.364048,15.405221,16.653724,40.133036,37.967402,24.033939
CpCp13_RS06730,4.728275,6.095456,4.12394,5.539941,7.837308,5.016258
CpCp13_RS06735,7.908676,6.741526,8.192521,18.083315,13.821946,8.771745
CpCp13_RS06740,4.618425,2.427524,3.011202,8.112842,8.025992,3.577571
CpCp13_RS06745,3.112183,2.208353,4.077147,12.076963,12.16893,2.169711
CpCp13_RS06750,5.417298,2.995344,2.570641,3.450592,2.888475,3.004242
CpCp13_RS06755,2.895405,2.552213,2.00996,2.985343,4.183962,3.510575
CpCp13_RS06760,7.982819,8.447026,5.160185,5.434682,6.297478,4.393704
CpCp13_RS06765,8.402968,8.074363,8.098623,13.586705,13.176788,7.933077
CpCp13_RS06770,1.545373,1.501258,1.080805,1.80462,1.825356,2.020094
CpCp13_RS06775,19.434339,9.850204,21.216796,83.795355,18.99753,0
CpCp13_RS06780,3.921385,3.028626,2.44631,2.415414,2.372963,3.254596
CpCp13_RS06785,2.868833,1.92564,2.031538,6.184798,5.078153,1.891945
CpCp13_RS06790,2.743826,2.560144,2.144492,3.092089,3.16982,1.95638
CpCp13_RS06795,0.632198,0.569647,0.805212,1.060056,0.686654,0.48972
CpCp13_RS06800,2.350481,1.747284,2.694362,4.729482,4.135771,4.369807
CpCp13_RS06805,18.809563,16.414267,18.347324,56.771049,46.366704,35.349187
CpCp13_RS06810,2.186138,3.047093,1.566235,3.534752,1.780835,0
CpCp13_RS06815,4.326113,3.751522,4.538403,3.424569,1.75102,2.474082
CpCp13_RS06820,1.328771,1.469414,1.508338,3.255275,3.778634,1.473779
CpCp13_RS06825,0,0,0.146779,0.386466,0.175234,0
CpCp13_RS06830,0.96284,0.976022,1.110873,2.453155,1.369017,1.525592
CpCp13_RS06835,14.405084,4.326607,3.713148,13.802363,33.377927,9.298843
CpCp13_RS06840,29.869368,58.393861,36.685005,64.39412,41.711457,104.119702
CpCp13_RS06845,2.952981,2.905368,1.635614,3.744828,3.565811,1.211012
