Name,S1_Ct_Cp13,S2_A_Ct_Cp13,S2_B_Ct_Cp13,S3_Ct_Cp13,S4_A_Ct_Cp13,S4_B_Ct_Cp13,S1_LI_Cp13,S2_LI_Cp13,S3_LI_Cp13,S3_A_LI_Cp13,S3_B_LI_Cp13
CpCp13_RS08005,0.494183,0.289389,0.276892,0.401621,0.157598,0.165713,0.772188,0.708728,0.21591,0.461189,0.3177
CpCp13_RS08015,0.618076,1.608623,0.961972,0.837183,1.752079,1.151437,1.430783,0.5628,0,3.845403,1.765993
CpCp13_RS08020,0.203164,2.379421,1.7075,0.55037,1.295808,0,0,0,0,0,0.653049
CpCp13_RS08025,0.496623,0.26438,0,0.366913,0,0.302785,0.806235,0.739977,1.57801,0.842665,1.015855
CpCp13_RS08030,8.614155,10.945338,17.075004,12.768585,16.586344,14.442852,20.075249,15.650519,12.781883,13.65118,14.628309
CpCp13_RS08035,8.126561,25.697751,20.490004,16.511102,20.73293,19.620478,35.313088,15.983509,19.882929,33.369551,18.285386
CpCp13_RS08040,1.954489,3.132403,4.43806,5.183232,4.067853,3.51844,11.021945,5.058072,6.471839,8.063988,8.398713
CpCp13_RS08045,0.281304,0,0.262692,0.127008,0,0,0.279081,0,0,0,0
CpCp13_RS08050,0.038852,0.113757,0.054422,0.078938,0,0.260564,0.231271,0.079599,0,0,0.124886
CpCp13_RS08055,0.022679,0,0,0.030718,0.144648,0,0.202496,0.185855,0.396337,0,0
CpCp13_RS08060,0.04757,0,0,0,0,0,0.141583,0.09746,0,0.443941,0
CpCp13_RS08065,0.024846,0,0.13921,0.067306,0,0,0.147895,0.050903,0.217102,0.463734,0
CpCp13_RS08070,0,0,0,0.0518,0,0,0.113821,0.156701,0,0,0
CpCp13_RS08075,0.159867,0.234041,0,0.054135,0,0,0.356858,1.80142,0,0.745966,0.642344
CpCp13_RS10740,210.891736,176.423353,126.603442,112.220501,96.078324,50.512843,1255.352223,1620.260737,1250.462428,1686.955584,1864.195871
CpCp13_RS08080,0.65661,0.284819,0.340648,0.131759,0.310218,0.081548,3.90853,2.690491,0.850001,5.446855,2.110604
CpCp13_RS08085,0.688368,0,0.321412,0.543895,0,0.384715,2.048785,1.175258,0,1.070681,0.921952
CpCp13_RS08090,2.86055,0.761415,0.485689,0.998004,0.829317,0.290674,5.159903,1.243162,3.02978,0.808959,0.557269
CpCp13_RS08095,4.363109,1.525372,1.185843,0.837959,0.830702,0.764292,7.268228,1.067346,1.138064,2.734794,0.784968
CpCp13_RS08100,4.107564,0.672826,0.684006,0.758684,0.641225,1.589288,1.880819,1.176989,0.752983,2.680644,1.569627
CpCp13_RS10745,137.333219,68.443511,65.487809,122.692332,37.273625,29.394717,234.810517,71.837807,204.259961,218.151702,206.633013
CpCp13_RS08110,51.801347,736.692898,580.488709,922.165407,707.991695,744.44832,44.050318,545.807617,258.653596,552.489306,356.807158
CpCp13_RS08115,1.18654,3.474136,2.700837,3.289664,2.128476,1.802896,5.683496,2.886755,1.62001,2.422263,3.933195
CpCp13_RS08120,5.169668,2.981444,2.084659,3.766388,2.997532,1.181957,10.024511,2.086201,3.422191,5.116908,5.287341
CpCp13_RS08125,5.323996,2.469454,1.772108,2.21338,0.33621,1.060566,7.060003,2.159934,1.842434,2.951606,1.186079
CpCp13_RS08130,5.908069,2.084165,3.58949,3.567362,4.540058,3.819071,13.347013,5.541727,1.243979,1.328582,6.177753
CpCp13_RS08135,740.590758,23015.279477,22124.086595,12444.74412,9868.093615,11851.52506,611.07003,13099.884832,9226.456153,18339.292794,15886.056277
CpCp13_RS08140,0.353695,0.295887,0.424663,1.095037,0.966821,0.169434,0.601543,2.070403,0,1.886173,0.324833
CpCp13_RS08145,1.521789,1.0912,1.479109,1.304062,1.980853,1.874568,3.420079,4.454003,3.799286,6.376347,3.593852
CpCp13_RS08150,87.990981,5839.697778,5423.17443,6157.814329,4068.834808,3442.351677,109.119648,5227.93569,3588.066282,3284.649456,3370.48375
CpCp13_RS08155,0.351067,1.598971,0.5464,2.324763,0.49759,1.046426,1.857565,1.598351,2.726802,1.456126,3.009252
CpCp13_RS08160,0.956066,3.359183,2.946275,2.071981,1.219584,1.60298,3.130088,2.350516,1.670834,1.784468,0.614635
CpCp13_RS08165,29.863008,17.844403,11.95166,17.335435,21.379328,23.502042,83.439432,22.475225,31.952455,22.750363,15.672084
CpCp13_RS08170,54.774864,152.741329,90.122912,78.903006,66.545072,116.619464,119.034988,85.501961,60.77798,113.59512,92.226131
CpCp13_RS08175,6.07909,7.416378,13.127795,10.97881,5.654436,4.246857,19.977872,12.973627,6.639939,9.455363,12.61997
CpCp13_RS08180,6.934666,5.922115,3.440297,5.47924,1.842927,4.360106,10.319807,7.399773,1.262408,8.089588,4.876103
CpCp13_RS08185,2.697327,0,2.325107,0.56208,1.323379,1.391523,4.322791,2.55056,0,7.74535,0
CpCp13_RS08190,2.095826,0.67753,0.990929,0.931338,0.737952,0.809206,2.922123,0.690813,0.577712,0.493602,0.828819
CpCp13_RS08195,36.452286,8.894224,7.091776,9.600598,9.687404,3.395413,73.83536,8.298056,17.695701,0,21.156066
CpCp13_RS08200,1.585945,2.568787,2.174257,2.513801,0.860883,1.357819,2.711627,2.765313,1.179412,1.889437,2.928554
CpCp13_RS08205,0.851354,3.625785,4.336509,4.82229,2.468206,2.335771,3.455292,6.659795,4.057741,4.333708,3.482931
CpCp13_RS08210,0.149454,1.093987,0.314023,0.455479,0.23831,0.12529,1.445663,0.459296,0,2.789513,0.480404
CpCp13_RS08215,1.147279,1.007755,0.642824,0.854692,0.365875,0.961788,3.756106,1.645361,0,1.070681,4.609761
CpCp13_RS08220,9.384212,2.113582,8.08923,9.288724,6.906207,1.210305,11.816618,2.957866,12.615369,6.736671,13.922108
CpCp13_RS08225,1.201318,1.65525,1.187826,0.574299,0.901432,1.184811,2.94451,0.289556,0,0,0.681443
CpCp13_RS08230,0,1711.568949,1917.25535,2076.024332,727.494756,525.907011,0,1022.370034,249.167561,1330.567358,893.67557
CpCp13_RS08235,3.841647,10.38293,4.553334,12.608478,0.942406,2.9728,18.030344,6.054359,12.910993,13.789071,15.198243
CpCp13_RS08240,20.294335,21.607607,16.982619,31.772551,13.448318,14.140812,52.557529,16.199419,27.636361,24.596594,35.58219
CpCp13_RS08245,27.69532,12.33492,11.802242,10.884118,12.937349,12.2955,45.045956,9.590105,10.907207,10.192881,14.544719
CpCp13_RS08250,19.022173,16.567823,17.707411,13.698099,11.518295,10.092839,30.2786,17.266136,9.468061,20.22397,16.447173
CpCp13_RS08255,1.803815,3.961118,3.790059,5.650042,4.314367,3.780439,5.033143,10.624876,11.821394,6.312684,12.864698
CpCp13_RS08260,1.270011,1.859269,2.033117,2.21172,2.025077,1.520967,3.509934,2.973676,1.58535,1.69317,2.332754
CpCp13_RS08265,6.928963,5.410053,4.745054,5.909236,3.273621,2.409532,20.011599,1.261856,3.587897,5.747865,5.114409
CpCp13_RS08270,11.275604,7.73312,7.399168,5.778886,4.535329,4.0876,21.768342,4.162372,7.101046,7.583989,10.122267
CpCp13_RS08275,54.233487,26.192704,28.194282,24.991235,35.660686,13.123937,94.852043,34.364587,9.771052,52.177909,50.321446
CpCp13_RS08280,3.426334,3.70418,3.839568,2.820275,3.362097,1.237327,13.963117,7.559768,4.145476,7.870951,4.490157
CpCp13_RS08285,1.658824,0.883084,1.502131,1.429827,1.175579,0.955178,3.740265,1.647784,1.464133,3.127418,1.400354
CpCp13_RS08290,1.762387,2.064076,1.97494,1.432288,0,0.393986,2.098153,1.444293,0,4.385921,1.133002
CpCp13_RS08295,2.487434,3.641549,3.880233,1.761184,1.622577,2.369623,4.290572,2.084805,3.457901,3.693073,3.452644
CpCp13_RS08300,0,0,0,0,0.73175,0,0,0,0,0,0.368781
CpCp13_RS08310,10.651151,0,0,2.88539,0,0,31.700972,0,0,0,0
CpCp13_RS08315,0.075596,0,0.211783,0.307183,0,0,0.449992,0.309758,0,0,0
CpCp13_RS08320,4.627671,18.957834,17.582733,26.175645,14.061234,11.255468,9.162507,9.358979,5.900666,11.491828,9.576286
CpCp13_RS08325,25.612374,21.426259,0,0,0,0,0,0,0,0,23.52237
CpCp13_RS08330,15.572759,8.63232,8.47132,10.751415,11.330788,7.731584,24.299545,8.828101,7.926749,20.459133,14.458212
CpCp13_RS08335,38.884052,5.782898,4.149874,8.861655,7.873265,5.795078,1.469593,2.529036,0,0,0
CpCp13_RS08340,4.363083,6.813288,6.433282,6.44892,6.444459,6.519625,12.120103,9.158525,8.293843,10.858081,10.186342
CpCp13_RS08345,1.702708,19.035371,5.203811,9.64458,7.898259,6.747784,9.674819,5.07413,8.115481,8.667416,8.956107
CpCp13_RS08350,22.284139,141.368458,98.846422,100.612652,47.377103,68.497953,77.378213,68.482752,32.453395,34.660553,95.506711
CpCp13_RS08355,108.322316,300.470191,239.578767,401.555579,254.540132,152.94124,678.735186,163.525862,199.269046,212.821354,421.494058
CpCp13_RS08360,1.709091,0.588723,0.844949,0.748957,0,0.505682,2.992212,0.823892,0,0.938225,0.484738
CpCp13_RS08365,4.718648,3.684265,3.525162,4.473976,0,1.582297,7.958319,2.577985,10.995168,0,4.044694
CpCp13_RS08370,2.089687,2.039504,3.415001,3.30222,0,0,5.182939,0,0,0,1.119513
CpCp13_RS08375,0,0,0,0.264178,0,0,0.580489,0.799175,0,0,0.626928
CpCp13_RS08380,0.135264,0.113156,0.162404,0.157041,0.123247,0,0.575121,0.316714,0,0.721331,0.559017
CpCp13_RS10750,0.545136,1.773482,0.678758,1.476769,1.158984,0.406221,1.983037,1.489147,2.117082,7.913727,3.115168
CpCp13_RS10755,0.348125,0,0,0.471534,0,0,1.036122,1.426458,0,0,2.238022
CpCp13_RS08395,0,0,0,0,0,0,13.814182,0,0,0,0
CpCp13_RS08400,0.081073,0.135644,0,0.015688,0,0,0,0.047457,0,0,0.037228
CpCp13_RS10760,0,0,0,0,0,0,0,0,0,0,0
CpCp13_RS08410,2928.971292,30951.595631,33863.525218,28022.70698,30297.977767,28667.315108,1770.04749,19007.611942,5196.661109,33578.023658,34314.100507
CpCp13_RS08415,19.44355,29.963084,26.81408,31.146869,28.027851,29.672946,76.32357,43.411999,33.664218,55.054141,63.466737
CpCp13_RS08420,18.404944,22.520721,16.16113,36.277914,15.768708,16.580686,48.646624,21.949184,9.601414,28.19962,19.867421
CpCp13_RS08425,1.200555,0.616697,0.531058,1.397916,0.403016,0.141256,4.952337,1.121953,1.472355,1.57249,1.760272
CpCp13_RS08430,1.218898,0,0,1.650994,0,0,0.90695,1.248624,5.325409,0,0.979505
CpCp13_RS08435,1.044374,4.077177,0,1.886136,0,2.334723,0,1.426458,6.083878,0,1.119011
CpCp13_RS08440,10.311611,9.906163,9.408675,10.327863,9.520223,6.965603,14.21606,4.943879,4.999716,5.57191,7.036942
CpCp13_RS08445,21.78113,14.362017,19.631142,20.881106,12.663227,10.965537,30.762448,9.810237,6.123058,8.719317,12.576091
CpCp13_RS08470,9.171405,6.968306,6.748692,5.425076,4.813002,4.184923,13.043729,4.756997,2.536088,7.583989,5.03781
CpCp13_RS08475,4.966232,1.057521,2.023704,1.10074,3.455488,1.211141,6.718624,3.699886,1.57801,1.685331,3.773175
CpCp13_RS08480,8.563828,11.885029,14.422744,20.383249,9.471897,15.935414,22.689169,17.849604,19.897347,23.098443,17.980409
CpCp13_RS08485,0,0,0,0,0,0,6.063812,8.348217,0,0,0
CpCp13_RS08490,3.15126,6.483664,7.754587,11.074695,7.605092,4.569544,23.194216,10.469547,9.674788,11.922428,9.855629
CpCp13_RS08495,2.851963,4.309895,4.123774,4.486035,3.520686,1.54249,7.666837,1.130909,6.431136,5.151389,2.070044
CpCp13_RS08500,18.251968,17.239019,16.49456,19.139793,7.510553,15.794587,26.285443,43.425476,10.289482,10.989271,37.850994
CpCp13_RS08505,43.995491,644.084314,1088.743351,1430.202038,888.596107,1180.234861,2902.58264,16765.448936,13839.68423,20392.198704,19468.668375
CpCp13_RS08510,13594.153495,21884.112571,21892.717008,28446.79809,25157.304896,22581.59905,9867.27121,27320.703492,40479.287725,30525.034137,28140.191174
CpCp13_RS08515,5.152377,8.679578,7.019495,7.074479,10.128874,7.928661,11.238662,5.639537,6.784112,9.880227,12.13774
CpCp13_RS08525,249.30778,944.656993,1561.216881,1549.385541,1262.741837,1524.470028,218.239296,1322.006726,1281.452244,2737.20788,2498.400542
CpCp13_RS08530,37.169686,652.98725,645.614564,795.470302,1280.196244,1645.254606,44.251187,1644.889495,2078.664443,4162.564916,3249.803391
CpCp13_RS08535,0.57364,0.134367,0.192847,0.341877,0.2927,0.153886,0.273171,0.470103,0,0,0.295025
CpCp13_RS08540,1.393125,0,0.334531,0.862621,0.253873,0.133473,0.82927,0.815485,1.391225,0.742921,0.255889
CpCp13_RS08545,0.26596,0,0.186273,0.360242,0.141361,0.44592,0.659647,0.454077,0,0,0.071242
CpCp13_RS08550,0.333208,0,0,0.150443,0,0,0.462805,0,0,0.414614,0.642636
CpCp13_RS08555,4.934122,3.679869,5.67265,6.368005,3.562699,3.199839,5.610933,2.098074,1.220227,2.172025,3.590993
CpCp13_RS08560,4.59871,3.246836,4.111707,4.947808,3.952432,2.952915,10.289607,2.806469,2.849918,6.696231,1.467723
CpCp13_RS08565,4.527656,4.418925,4.878572,3.380845,1.480924,2.141124,7.256114,3.329898,4.057741,3.250281,4.478054
CpCp13_RS08570,98.674102,198.11207,173.760298,179.477902,89.908145,47.268893,226.555674,739.331462,541.967616,736.688766,607.168495
CpCp13_RS08575,1.616025,0.978962,0.312229,0.981231,0.355422,0.186862,2.985373,0.913343,0.973858,0,1.253855
CpCp13_RS08580,0.649095,0.543006,0.129889,0.627998,0,0,1.379927,0.949892,0.810262,0.865368,1.639351
CpCp13_RS08585,0.485725,0.437595,0.104674,0.961566,0.476619,1.252904,1.668072,1.530987,1.305939,4.18427,1.201011
CpCp13_RS08590,1.87536,0.399343,1.528392,1.801211,1.522348,0.457354,3.044523,1.676592,0.595892,5.091349,2.41126
CpCp13_RS08595,0.614983,0.514469,0.246126,0.416496,0.560349,0.441903,0.522963,0.899972,3.070723,0,1.270799
CpCp13_RS08600,0.108354,0.951769,0.910667,2.935307,2.418842,1.271698,0.322494,0.887973,0,4.044794,2.089758
CpCp13_RS08605,1.153848,1.525736,1.564122,0.705818,0.4748,0.499249,3.766533,1.525144,0.650477,0.694717,1.196427
CpCp13_RS08610,5.023692,8.219819,3.518486,7.705181,3.298421,3.716,7.695879,4.540769,5.164397,5.515628,14.485825
CpCp13_RS08615,4.591689,4.609462,3.062781,4.264751,1.394592,3.812649,11.193288,4.65887,1.528476,5.713498,6.466069
CpCp13_RS08620,0.961919,1.942385,1.858504,0.898563,0.423121,0.333682,1.184672,0.815485,0.579677,0.619101,0.426481
CpCp13_RS10765,102.662131,54.852227,50.38412,62.422737,50.184881,67.845923,137.164227,53.734329,26.191792,48.952922,40.948492
CpCp13_RS08630,24.253737,18.122235,13.609597,17.205665,16.295624,14.842059,71.329476,10.174005,12.577498,16.119475,19.201101
CpCp13_RS08635,20.505652,23.859404,19.336077,16.888068,20.022899,22.099169,64.808033,19.432005,16.731232,29.920394,24.475938
CpCp13_RS08640,5.282265,2.379421,2.276667,0.55037,0,1.362533,12.093523,0,0,0,0
CpCp13_RS08645,0,0.9679,0,0,0,0,3.935519,0,0,0,0.531295
CpCp13_RS08650,0,0,0.105891,0,0,0,1.574971,0,0.660562,0,0
CpCp13_RS08655,1.432093,0.399343,0.764196,0.554219,0.869913,0.457354,7.915761,3.073752,1.191784,2.545675,3.068876
CpCp13_RS08660,8.055276,4.424889,3.075498,4.016736,3.455488,2.725066,13.493826,2.044674,3.239074,3.193258,3.666243
CpCp13_RS08665,11.273442,6.480126,7.16908,5.714481,7.058019,5.102252,17.497013,4.817724,4.834755,7.74535,5.780183
CpCp13_RS08670,43.801084,39.460815,28.317538,27.382352,21.48995,5.649133,80.224596,20.708891,29.441303,31.443609,16.245462
CpCp13_RS08675,20.803996,3.807074,7.285335,8.277566,4.975903,6.540159,25.928514,10.122889,13.634008,7.280629,11.284695
CpCp13_RS08680,19.986667,7.297906,7.331887,6.836546,5.762827,5.90286,29.256281,5.553376,7.350604,6.105959,7.811557
CpCp13_RS08685,99.428293,30.644386,51.311789,74.425826,0,61.417865,638.581417,300.198481,457.269144,48.836806,176.622068
CpCp13_RS08690,24.62915,14.874151,14.867166,18.308124,13.018352,13.688706,43.874178,20.629878,17.438848,22.011205,18.953623
CpCp13_RS08695,3.192872,5.797575,4.715128,4.592936,3.630894,5.560795,10.976254,2.738291,6.055714,2.771813,6.523865
CpCp13_RS08700,6.596856,5.038775,1.607059,4.46771,4.573441,4.808941,17.92687,3.231959,7.518755,4.015053,5.070737
CpCp13_RS08705,4.714303,4.890303,3.99989,4.013749,3.608217,3.43268,9.701545,2.869967,2.824725,8.044894,4.156426
CpCp13_RS08710,6.65422,7.054285,5.383648,7.497983,4.390503,4.90512,10.756122,2.938145,3.508752,4.282723,5.808299
CpCp13_RS08715,3.636292,9.679002,8.797968,5.373104,5.271084,1.662752,8.854919,7.44994,5.777122,6.170025,1.062589
CpCp13_RS08720,2.457789,1.392832,3.109594,2.147786,3.034087,3.456182,3.775539,2.274076,1.38557,2.959605,1.78394
CpCp13_RS08725,2.606706,4.088743,2.151695,3.814498,1.632904,3.824198,7.273432,2.765643,4.88091,2.606431,4.114679
CpCp13_RS08730,5.725293,7.368531,6.697808,6.391394,6.019238,6.329187,11.048019,9.796344,6.597101,11.74295,9.302796
CpCp13_RS08735,0.731391,0.571061,1.6392,0.5944,0.155497,0.735768,1.523784,0.099897,0.852126,0.455039,0.470196
CpCp13_RS08740,0.205303,0.601117,0,0.139041,0,0,0,0.420619,0,0,0
CpCp13_RS08745,0.407635,0.183621,0.351383,0.254834,0,0.210295,0.74661,0.25697,0,0.58526,0.100792
CpCp13_RS08750,0.404861,1.236956,0.789025,0.786811,1.01045,0.295134,0.995424,0.937661,0.307627,0.657097,0.622401
CpCp13_RS08755,0.091999,1.616211,1.030944,0.747673,1.760343,1.388241,0.821447,1.130909,1.607784,0,1.626463
CpCp13_RS08760,0.550509,1.496733,1.982904,2.023942,1.379409,0.791148,5.910222,8.136766,7.902777,9.17418,8.531776
CpCp13_RS08765,0.551089,1.122479,0.134251,0.22718,0.458468,0.321384,1.283637,1.276324,1.256205,0.894426,0.154036
CpCp13_RS10875,0,0,0,0,0,0,0,0,0,0,0
CpCp13_RS08770,22.301812,9925.406194,10746.358556,5135.31461,41487.84123,41829.351957,22.125594,10965.929966,4157.328887,17482.772648,15866.687142
CpCp13_RS08775,0.744935,0.39657,0.885371,0.825555,0.719893,0.681267,1.07498,1.017469,0.394503,0,0.217683
CpCp13_RS08780,11.377084,20.621468,23.525351,26.417527,13.82183,11.808516,29.024197,12.209516,9.467977,30.335685,26.992472
CpCp13_RS08785,3.552638,6.70194,5.076578,7.201908,3.801882,4.317465,8.018982,6.05732,5.833622,8.010472,8.200641
CpCp13_RS08790,3.672783,4.449827,2.483637,4.80323,3.231106,2.123428,2.638587,3.11367,2.213313,2.363841,3.663862
CpCp13_RS08795,1.717311,1.077474,0.687296,1.246121,1.173562,1.028327,2.738156,3.518382,1.071856,0,5.914411
CpCp13_RS08800,5.517964,1.016123,1.555588,1.739248,2.21348,1.396475,9.192799,1.42202,1.819485,2.590971,2.677271
CpCp13_RS08805,0.960776,0,0.538325,0.780821,0,0.161088,1.286799,0.393682,0,1.793258,0.926494
CpCp13_RS08810,33.519427,6.180315,6.386495,7.43357,5.923694,6.653409,50.887034,4.497524,5.164397,7.091522,5.970738
CpCp13_RS08815,32.107343,10.288047,9.77243,9.55316,10.555931,9.904158,48.500397,7.30317,6.674612,5.702843,9.739475
CpCp13_RS08820,6.712328,6.674741,5.322079,9.949547,8.885542,3.822171,12.815994,3.632616,2.213313,4.727681,8.141916
CpCp13_RS08825,4.487058,3.853787,6.033866,4.781129,6.868578,7.021644,9.259336,4.657771,5.227764,6.699966,8.461598
CpCp13_RS08830,7.731215,15.948554,16.490454,15.231863,15.129436,15.024691,13.858524,12.959602,10.747529,29.516065,25.133581
CpCp13_RS08835,3.847069,6.286912,7.017983,10.785233,6.276942,3.900095,4.52675,9.164856,0,5.009607,6.326792
CpCp13_RS08840,28.402331,0.713826,3.073501,1.155777,1.55497,0.81752,26.484816,0.499485,2.130314,2.275197,1.567319
CpCp13_RS08845,25.40404,3.119242,2.869749,2.497478,3.920092,2.747966,22.682979,2.854198,3.580359,2.294316,3.292687
CpCp13_RS08850,0.95708,0.6059,0.289867,0.315331,0.164984,0.607177,1.616747,0.635949,0.904112,0.4828,0.332588
CpCp13_RS08855,17.527877,12.317005,9.106669,10.79157,7.317505,8.976689,37.181656,6.529211,6.683337,8.327517,17.004897
CpCp13_RS08860,4.837543,5.395853,6.238427,4.264285,4.897543,3.089839,3.428085,0.314636,0,0,0.740466
CpCp13_RS08865,0.320484,0.804311,0.384789,0.930203,0.584026,0.460575,0.408795,0.1876,0,0,0.441498
CpCp13_RS08870,4.776428,0.832451,1.194752,0.885727,1.269363,0.38135,4.146351,1.281477,0.993732,0,0.456944
CpCp13_RS10780,1222.071837,372.969134,167.279357,301.942588,101.557556,133.483826,1291.40034,212.043902,278.268382,371.491804,255.910227
CpCp13_RS08875,208.566219,18.632381,18.270041,18.637189,17.350597,17.103779,195.761463,19.257839,21.435785,25.84034,23.578096
CpCp13_RS08880,1.669841,5.867066,3.92959,3.347456,1.704076,0.895912,8.747096,8.758087,1.167295,7.480099,5.36753
CpCp13_RS08885,2.988886,2.224914,2.341715,2.881938,2.261774,1.613806,3.618634,0.830312,0,2.836609,4.478054
CpCp13_RS08890,3.774919,2.302666,2.423549,3.94136,1.504809,3.164593,6.670944,3.222482,2.748792,2.935738,2.780727
CpCp13_RS08895,0.586918,1.057521,0.505926,0.183457,0,0.151393,0.806235,0.369989,0.789005,0,0.290244
CpCp13_RS08900,2.897296,2.896687,1.385797,2.297197,2.253579,1.184811,6.940631,1.737338,1.234965,0,2.725772
CpCp13_RS08905,10.937308,6.810821,6.454038,8.361585,7.988836,10.050245,12.914552,6.507048,7.426782,11.689084,7.405222
CpCp13_RS08910,0,0,0.824311,0.398544,0.536196,0,0.500422,0,0,0,0
CpCp13_RS08915,5.843967,17.110878,0,7.915634,0,9.798239,0,0,0,0,0
CpCp13_RS08920,0.899308,0.987426,0.944784,1.370374,0.896236,1.319341,4.600418,2.072789,0.491139,0,1.445366
CpCp13_RS08925,1.652465,0.817749,0.326014,0.72507,0.148446,0.468269,1.662499,0.858303,1.220227,1.303215,0.748124
CpCp13_RS08930,0.631638,0.18043,0.129479,0.250405,0.294781,0.20664,0.962897,0.441882,0.538468,1.150178,0.891366
CpCp13_RS08935,0.409579,0.342637,0.10928,0.449102,0.373193,0.196205,0.116098,0.31967,0,0,0.062693
CpCp13_RS08940,16.85681,3.263206,2.927143,3.773966,1.777108,3.503657,14.926863,4.852137,3.651967,3.900337,4.254151
CpCp13_RS08945,10.387865,11.172935,9.50261,5.168693,4.056443,4.976208,14.512228,4.343345,11.11468,7.913727,2.725772
CpCp13_RS08950,19.942033,7.699701,6.75326,7.569134,3.494314,9.185617,36.199041,10.775399,13.404222,12.270723,16.201498
CpCp13_RS08955,9.308606,2.595732,2.483637,4.002691,0,3.468266,14.512228,2.421744,5.164397,2.757814,4.274506
CpCp13_RS08960,9.327879,4.965749,5.54319,6.700157,8.112886,4.265321,24.818013,8.686689,2.469929,5.275818,11.357383
CpCp13_RS08965,20.759682,11.051534,7.049519,9.372974,8.024734,0,38.3828,7.733073,0,5.870805,12.132695
CpCp13_RS08970,5.916867,3.529029,3.530113,3.19091,2.096588,2.020836,12.718582,2.918337,0.957444,5.112801,4.050374
CpCp13_RS08975,10.587748,8.701884,7.805716,6.289944,13.624497,7.785904,25.430952,4.566717,6.492385,17.334832,13.434161
CpCp13_RS08980,6.289873,5.018112,5.041477,6.151764,3.607311,4.367769,15.404896,3.862447,4.492753,5.757967,5.343758
CpCp13_RS08985,15.28672,12.861737,9.106669,9.400916,6.724194,10.900266,49.158539,5.399834,7.676806,13.118251,12.70799
CpCp13_RS08990,5.516211,2.307318,3.587476,4.002691,3.141353,2.147022,15.245169,1.816308,2.582199,0.919271,2.849671
CpCp13_RS08995,4.438353,2.745486,2.189103,2.836523,2.990327,2.620256,8.279412,2.049168,2.731172,2.333535,3.315482
CpCp13_RS09000,27.972479,36.818415,34.868955,44.666875,25.37056,28.398061,52.702302,34.701038,29.151662,52.688764,35.883351
CpCp13_RS09005,57.857012,60.041494,80.017734,86.30305,46.711391,24.558351,111.166804,39.011831,63.994761,68.347051,80.040006
CpCp13_RS09010,5.660007,4.160998,4.393167,4.812281,3.594403,3.615164,15.897818,2.710771,4.282038,7.774541,8.97861
CpCp13_RS10785,0,0,0,13.143638,0,0,9.627032,13.253801,0,0,20.794364
CpCp13_RS09015,1.66924,2.229368,2.707388,2.221313,1.681048,1.865811,2.440495,3.119904,2.047148,2.186375,1.976799
CpCp13_RS09020,25.446295,11.599679,9.391252,13.208881,9.718561,14.817549,40.815641,5.619202,5.325784,14.219979,9.305955
CpCp13_RS09025,2.842255,1.339172,1.166935,1.54878,0.416742,0.68469,4.010917,1.137854,0,2.439072,2.152766
CpCp13_RS09030,26.140439,3.701322,3.162038,4.953331,4.031403,4.541777,23.112067,4.254869,3.15602,6.741323,3.773175
CpCp13_RS09035,880.948406,499.234493,716.512913,457.088595,453.129858,524.109168,2304.78981,669.54643,744.947301,729.310305,525.237724
CpCp13_RS09040,288.880275,305.052991,225.543184,230.923718,271.846943,460.528316,761.128268,970.246606,331.049973,1325.86768,1065.578329
CpCp13_RS09045,109.372304,131.811741,126.472786,159.588339,131.636235,130.45081,332.342536,131.760605,199.808742,262.03989,241.380608
CpCp13_RS09050,4.310801,6.464843,3.829219,4.984484,3.185383,2.027273,6.571575,4.739046,2.756201,3.924868,4.309071
CpCp13_RS09055,0.304746,0,0.569167,0.412778,0.647904,0,2.418705,0.416237,0,0,0
CpCp13_RS09060,0.250048,0.20918,0.100073,0.290305,0,0,0.106317,0.585477,0,0,0.344466
CpCp13_RS09065,0.433728,0.327725,0.470359,0.473776,0.356951,0.281499,1.124333,0.229319,0.489025,0.783425,0.449733
CpCp13_RS09070,0.818261,0.722031,0.690851,1.002053,0.50045,0.375871,1.201012,0.780804,0,0.62764,0.648546
CpCp13_RS09075,0.875168,2.196389,1.401026,1.354757,3.189682,0.838482,1.860542,1.536876,0,0,2.009383
CpCp13_RS09080,1.275562,1.566201,0.864557,1.449076,0.787326,0.68989,1.653292,1.264518,0,1.919997,1.2565
CpCp13_RS09085,3.177577,2.566567,2.762697,2.968288,4.193177,5.51137,6.196232,3.5918,0,0,3.874271
CpCp13_RS09090,4.605761,5.394187,5.161241,2.495396,0,6.17777,8.224864,15.097864,0,0,5.921895
CpCp13_RS09095,3.07953,1.502788,5.032618,3.12841,1.636806,3.442179,6.110394,3.154631,0,0,9.073924
CpCp13_RS09100,1.06486,2.133274,1.256092,1.783958,0.714929,1.221582,1.834879,2.181657,1.958909,2.615169,0.720606
CpCp13_RS09105,7.566109,5.710611,4.145104,4.235952,2.573743,2.819034,12.210289,2.4802,5.876728,3.138202,7.025912
CpCp13_RS09110,10.331193,4.523256,4.868912,4.446554,4.310807,3.885243,14.943284,6.330102,3.374755,10.812816,6.517563
CpCp13_RS09115,5.745431,0,0,6.67043,0,0,14.657228,0,0,0,2.638298
CpCp13_RS09120,3.646353,5.462324,8.789915,5.742992,4.326872,4.549676,5.300118,2.432273,1.481957,6.330982,4.361235
CpCp13_RS09125,5.326654,3.839066,2.525379,3.551968,2.874734,3.434958,9.634168,1.511046,2.148216,3.059088,3.292687
